2021-05-25 00:00:08.265000,60ac27dfe8f3277f52176181,5,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/158202/playback,173
2021-05-25 00:01:51.596000,5f20596dcc807c2b5de9cae0,98,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175821/playback,34
2021-05-25 00:02:54.039000,59db88ed14a2c72aa7628183,129,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175544/playback,2101
2021-05-25 00:03:13.616000,60ac3372e8f3277f526a0459,140,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175821/playback,1161
2021-05-25 00:03:53.240000,6028d315dcbfdb38a3366527,158,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175496/playback,1339
2021-05-25 00:04:08.488000,58e936b2e4893e4bf213d102,162,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/154516/playback,4999
2021-05-25 00:04:12.301000,60a311c4e8f3277f5208c759,166,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175496/playback,565
2021-05-25 00:04:21.273000,58e936b2e4893e4bf213d101,169,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/154516/playback,2527
2021-05-25 00:07:05.843000,5ebcabf179807be4a49c9f22,196,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/158202/playback,44
2021-05-25 00:07:09.687000,5eb2089079807be4a41784ea,215,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/158201/playback,3103
2021-05-25 00:07:38.692000,60ac2fd5e8f3277f524b356b,224,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/170707/playback,1688
2021-05-25 00:07:40.403000,5bddae3014a2c72aa759b236,226,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/158201/playback,107
2021-05-25 00:07:47.629000,5c1561a014a2c72aa7eeeea5,232,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175835/playback,910
2021-05-25 00:07:59.160000,5eae8da979807be4a49356ae,234,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/158201/playback,129
2021-05-25 00:08:04.637000,5ea327783a4f94ff28f758db,237,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/170707/playback,2623
2021-05-25 00:09:38.274000,60ac27dfe8f3277f52176181,5,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/158196/playback,132
2021-05-25 00:10:05.578000,5ebcabf179807be4a49c9f22,196,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/158196/playback,131
2021-05-25 00:12:46.731000,5f3f250fcc807c2b5d50f83f,288,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175821/playback,5
2021-05-25 00:14:42.856000,5e6c0c5a2c693d65dbe4c4ea,26,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175663/playback,71
2021-05-25 00:14:53.298000,60a80d21e8f3277f5225d303,211,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175663/playback,72
2021-05-25 00:16:06.829000,5ee8e783a56b28fa5a67f022,306,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175663/playback,1718
2021-05-25 00:17:00.898000,60a7d3c9e8f3277f52447eaa,208,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175840/playback,16
2021-05-25 00:19:31.112000,5fec3b0614659bc521a55c64,362,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/170194/playback,1491
2021-05-25 00:20:35.734000,5e226b58a540e90b7695b7b2,373,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175821/playback,2112
2021-05-25 00:21:53.275000,60a80d21e8f3277f5225d303,211,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/158215/playback,284
2021-05-25 00:22:06.024000,5e6c0c5a2c693d65dbe4c4ea,26,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/158215/playback,294
2021-05-25 00:22:41.966000,5e226f49a540e90b76b004a9,398,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175821/playback,1594
2021-05-25 00:24:42.721000,60aaf049e8f3277f527f8057,404,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175544/playback,13
2021-05-25 00:26:23.878000,60052a99cb5b6ab54787377a,439,movies,https://deathstar.signal.is/api/v1/media/redirect/dice/video/175454/playback,10
